Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	357.43	1398.5	0.7059	24.7075	18.7644	0.8818	0.9942	7.1275	4.5375	42.6061	24.6733	0.8795	0.9749	8.9861	6.408	0.5798	0.5959	0.522	0.2511	1.9764	0.2878	0.1684	0.1584	-0.0173	0.4408	0.1163	0.2055	0.1396	0.0186	0.6836	0.1691	0.4134	0.3728	-0.0173	1.9764	0.313	0.2548	0.2521	-0.4084	0.6896	0.1569	0.2147	0.2122	0.0332	0.5262	0.079	0.224	0.2438	0.0332	0.3425	0.0774	0.2377	0.2439	-0.4084	0.6896	0.1307
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	285.47	1399.6	0.7197	23.0348	17.622	0.9321	1	6.4476	4.6433	46.1601	25.2997	0.9062	1	9.3437	6.9352	0.499	0.5805	0.5824	0.1971	0.8561	0.144	0.267	0.238	0.0611	0.6166	0.1115	0.2411	0.2248	0.0611	0.6166	0.1205	0.4213	0.4204	0.0611	0.8561	0.2028	0.312	0.3003	0.1158	0.6458	0.1033	0.2893	0.2837	0.1662	0.6098	0.0659	0.2963	0.2857	0.1697	0.6098	0.0745	0.3005	0.2901	0.1158	0.6458	0.0869
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	321	1399.8	0.5422	16.158	17.2134	0.6853	1	7.4582	2.8782	36.3472	25.8171	0.6853	1	11.1866	4.3167	0.4445	0.5866	0.574	0.1464	1.1559	0.2208	0.2913	0.2753	-0.0662	0.8335	0.1902	0.2636	0.252	-0.0662	0.7306	0.1887	0.4248	0.3776	-0.0662	1.1559	0.2516	0.3094	0.3064	0.0673	0.6442	0.1265	0.2599	0.2469	-0.016	0.6227	0.1213	0.2485	0.229	-0.016	0.6227	0.1359	0.2823	0.2653	-0.016	0.6442	0.1257
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	293.04	1402.9	0.8056	38.2201	22.6266	0.9381	1	8.2049	6.046	72.0984	31.581	0.9084	0.9964	11.4111	8.1537	0.5301	0.6181	0.5699	0.2101	1.9296	0.2273	0.2988	0.2763	-0.0037	0.7683	0.15	0.2611	0.2344	0.0161	0.7396	0.1396	0.4673	0.4523	-0.0037	1.9296	0.2515	0.2557	0.2457	-0.1586	0.8579	0.1561	0.2809	0.267	0.0455	0.5751	0.0997	0.2823	0.269	0.1345	0.6802	0.0886	0.2676	0.2613	-0.1586	0.8579	0.1329
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	356.8	1405.1	0.6906	21.7749	19.8828	0.6922	0.8796	6.4713	5.07	45.443	27.6817	0.7452	0.9029	9.232	7.4633	0.4792	0.5186	0.5196	0.0254	1.2647	0.1864	0.3112	0.2624	0.0392	1.1211	0.1984	0.2261	0.1922	0.0392	0.6654	0.1343	0.4109	0.4249	0.0254	1.2647	0.2185	0.2593	0.2651	0.0648	0.4964	0.0978	0.2528	0.2517	-0.0644	0.4329	0.0844	0.2516	0.2585	-0.0644	0.401	0.0956	0.2559	0.2538	-0.0644	0.4964	0.0909
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	311.3	1404.1	0.7669	47.807	25.2541	0.942	1	9.0338	6.8378	107.5827	37.8836	0.942	1	13.5518	10.2581	0.4444	0.5247	0.4871	0.1128	2.9632	0.2683	0.2693	0.2524	-0.0395	0.7102	0.1494	0.2381	0.2352	0.0012	0.5929	0.1207	0.3862	0.365	-0.0395	2.9632	0.2473	0.2114	0.2112	-1.0648	1.1696	0.167	0.2496	0.2645	-0.0597	0.5743	0.1145	0.2519	0.2668	0.0005	0.4215	0.0998	0.2321	0.2402	-1.0648	1.1696	0.1421
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	390.62	1404.7	0.8159	40.6009	23.8625	0.896	0.9977	8.6611	5.9258	91.5689	35.7938	0.8981	1	12.9915	8.889	0.4434	0.7554	0.7102	0.0894	2.8286	0.3318	0.1966	0.0923	-0.094	2.9101	0.3193	0.1006	0.0398	-0.0797	0.6638	0.1678	0.4409	0.3988	-0.094	2.9101	0.4269	0.2983	0.2815	-1.0418	2.0798	0.2967	0.2359	0.2023	-1.2378	1.835	0.2407	0.2378	0.1882	-0.0403	0.7715	0.192	0.2632	0.246	-1.2378	2.0798	0.2681
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	287.42	1407.8	0.8196	34.7562	21.895	0.9111	1	8.2466	5.6173	69.5282	31.7617	0.8661	0.9938	12.3721	7.6623	0.4998	0.6594	0.597	0.1884	1.6712	0.2775	0.2498	0.2208	-0.0136	0.8348	0.1522	0.1888	0.1974	0.0027	0.3943	0.087	0.4576	0.4272	-0.0136	1.6712	0.304	0.2363	0.2448	-0.2069	0.5563	0.109	0.2761	0.2703	-0.0492	0.5092	0.0841	0.2687	0.258	0.171	0.5092	0.0665	0.2559	0.2617	-0.2069	0.5563	0.0994
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	569.45	1408.6	0.5274	28.6201	24.4773	0.6003	0.9497	10.7982	3.4559	67.8021	36.6354	0.6348	1	16.1987	5.1838	0.4221	1.1655	1.0006	0.0934	3.7289	0.6996	0.1767	0.1037	-0.0473	1.4818	0.2209	0.0843	0.0396	-0.0473	0.3515	0.1073	0.59	0.3223	-0.0473	3.7289	0.686	0.3581	0.2223	-0.7273	2.0595	0.5723	0.1925	0.2151	-0.3371	0.6982	0.1666	0.1731	0.181	-0.0308	0.5098	0.1488	0.2617	0.217	-0.7273	2.0595	0.3987
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	298.77	1413.4	0.7508	43.2532	25.2634	0.8516	1	10.0263	5.5122	91.6603	37.1688	0.8337	0.993	14.637	8.1972	0.4719	0.5859	0.5527	0.2019	1.4902	0.2159	0.4209	0.3513	0.0139	1.3658	0.2666	0.267	0.2528	0.0849	0.5756	0.0976	0.4984	0.4601	0.0139	1.4902	0.2573	0.2602	0.2791	-0.2706	0.6361	0.149	0.2812	0.2957	-0.1821	0.5469	0.1212	0.3275	0.3216	-0.02	0.5469	0.1042	0.2713	0.2899	-0.2706	0.6361	0.1352
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	287.06	1414.9	0.764	28.7931	19.9649	0.9077	1	7.3196	4.9687	61.4418	29.5416	0.8847	0.9914	10.91	7.254	0.4687	0.6492	0.6081	0.0905	1.8178	0.2494	0.2333	0.2159	-0.0085	0.7145	0.147	0.1771	0.1768	-0.0085	0.4741	0.1033	0.4252	0.3852	-0.0085	1.8178	0.2886	0.2588	0.2545	-0.4932	0.9065	0.166	0.2599	0.2498	0.1013	0.451	0.0716	0.2379	0.2308	0.1013	0.4125	0.0671	0.2594	0.2515	-0.4932	0.9065	0.1241
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	348.3	1415.2	0.6409	29.4546	20.9942	0.8398	1	8.423	4.6483	64.15	31.3903	0.8181	0.9952	12.634	6.6528	0.4592	0.6141	0.5777	0.2427	1.4045	0.1971	0.3807	0.3605	0.0059	1.1221	0.1864	0.3006	0.3157	0.0059	0.5093	0.1201	0.4897	0.4612	0.0059	1.4045	0.2239	0.2934	0.2935	-0.1599	0.6943	0.1315	0.2902	0.291	0.0013	0.5653	0.0936	0.2761	0.2795	0.0863	0.4682	0.0812	0.2917	0.2927	-0.1599	0.6943	0.1127
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	354.63	1415.9	0.7671	34.1047	22.0218	0.8837	1	8.529	5.1435	72.9371	32.651	0.8597	0.9941	12.7961	7.2983	0.4676	0.6974	0.6687	0.2413	1.3881	0.2157	0.2809	0.2534	-0.0434	0.8045	0.1831	0.1989	0.1671	-0.0434	0.6502	0.1569	0.482	0.4792	-0.0434	1.3881	0.2883	0.2564	0.2633	-0.2967	0.6927	0.1359	0.2877	0.2834	-0.0527	0.6242	0.0943	0.2862	0.28	0.0889	0.5006	0.089	0.2726	0.2759	-0.2967	0.6927	0.1171
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	294.14	1421	0.8241	37.6172	22.6822	0.9188	1	8.4081	5.5834	76.0595	32.972	0.8792	0.9891	12.5908	8.2073	0.4946	0.6733	0.6739	0.1479	1.1198	0.2053	0.2919	0.2456	-0.0574	1.057	0.1924	0.2133	0.1872	-0.0285	0.5823	0.1259	0.4782	0.4377	-0.0574	1.1198	0.2754	0.2966	0.2657	-0.0728	0.98	0.1899	0.2655	0.2698	-0.0276	0.4523	0.0777	0.2716	0.2805	0.1508	0.3922	0.0576	0.2807	0.2669	-0.0728	0.98	0.1445
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	543.38	1421	0.6574	24.8306	20.7297	0.7261	0.9771	8.8461	3.9674	57.1999	31.0175	0.7471	1	13.2657	5.9537	0.4341	0.9724	0.864	0.0687	4.5198	0.6297	0.2685	0.2043	-0.0897	1.0669	0.249	0.1217	0.1151	-0.0897	0.3031	0.1063	0.5759	0.4036	-0.0897	4.5198	0.5739	0.4563	0.2957	-2.1674	2.2001	0.6119	0.1957	0.1918	-0.0738	0.6205	0.0992	0.1817	0.1924	0.0012	0.3476	0.0812	0.3095	0.21	-2.1674	2.2001	0.43
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	286.83	1422.7	0.6424	23.5987	17.7725	0.9389	1	6.1687	5.0616	49.5717	25.9098	0.9279	1	9.2422	7.4804	0.476	0.4414	0.4276	0.0126	1.1236	0.1733	0.2244	0.2145	-0.0055	0.6541	0.1247	0.1758	0.1856	-0.0055	0.4236	0.0864	0.3269	0.3	-0.0055	1.1236	0.1846	0.2575	0.2622	-0.1923	0.5176	0.1051	0.2593	0.2536	0.0701	0.4939	0.0744	0.2587	0.2514	0.1575	0.3849	0.0583	0.2585	0.2542	-0.1923	0.5176	0.09
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	310.66	1423.1	0.7001	38.8836	23.5608	0.8802	1	9.0441	5.5407	86.2469	35.0814	0.8806	1	13.5682	8.3094	0.4508	0.4739	0.4504	0.2025	1.0556	0.1431	0.3289	0.3447	-0.0257	0.8625	0.1496	0.2952	0.3094	-0.001	0.574	0.1426	0.3934	0.3913	-0.0257	1.0556	0.1633	0.2665	0.2733	-0.0068	0.5019	0.0939	0.2466	0.2424	-0.0202	0.5765	0.096	0.2639	0.2566	0.0573	0.5765	0.0947	0.2555	0.2567	-0.0202	0.5765	0.0954
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	351.52	1427.6	0.8167	36.0806	22.0864	0.9295	1	7.9491	5.633	81.1758	33.129	0.9294	1	11.9227	8.4472	0.4445	0.7009	0.6883	0.1346	1.3635	0.2322	0.2736	0.2341	-0.0007	0.836	0.1615	0.235	0.2021	0.0903	0.5706	0.1115	0.4632	0.4138	-0.0007	1.3635	0.289	0.2788	0.2829	-0.201	0.6487	0.1566	0.266	0.2571	0.0242	0.6055	0.0903	0.2314	0.22	0.0665	0.3974	0.0744	0.2717	0.2674	-0.201	0.6487	0.1241
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	287.26	1429.7	0.7679	31.6588	21.105	0.8932	1	8.0424	5.1154	70.3001	31.5586	0.887	1	12.0642	7.4588	0.4503	0.6362	0.6096	0.3073	1.1559	0.1863	0.2801	0.22	0.0132	0.8464	0.1831	0.1697	0.1592	0.0132	0.4843	0.0915	0.4403	0.4421	0.0132	1.1559	0.2558	0.2727	0.2658	0.0292	0.6323	0.1066	0.2698	0.2635	0.0438	0.5177	0.0855	0.2607	0.2546	0.157	0.3939	0.0548	0.2711	0.2635	0.0292	0.6323	0.0954
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	303.78	1430	0.6676	41.0692	23.9262	0.9015	1	8.8546	5.9472	92.4069	35.8907	0.9015	1	13.2834	8.9207	0.4444	0.6085	0.5831	0.1132	2.2005	0.2866	0.3552	0.3377	0.0678	0.839	0.1298	0.2988	0.2949	0.0678	0.4822	0.089	0.4686	0.4107	0.0678	2.2005	0.2486	0.2022	0.2111	-0.5293	0.7373	0.1545	0.259	0.2517	0.0713	0.5625	0.0832	0.2484	0.2479	0.0891	0.4395	0.0669	0.2336	0.2396	-0.5293	0.7373	0.1236
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	316.35	1430.3	0.6659	31.1573	22.0631	0.8043	1	8.8923	4.4722	69.78	33.0014	0.8052	1	13.3385	6.6889	0.4465	0.626	0.5759	0.2515	1.337	0.216	0.3728	0.283	0.0282	1.4492	0.2752	0.2575	0.2711	0.0282	0.5529	0.1265	0.4875	0.4632	0.0282	1.4492	0.2798	0.3527	0.3408	-0.1768	1.0537	0.1798	0.2205	0.2429	-0.2241	0.5105	0.1378	0.2273	0.2329	0.021	0.4092	0.1135	0.2804	0.29	-0.2241	1.0537	0.1711
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	335.45	1439.5	0.6248	26.2481	20.0278	0.8223	1	7.7416	4.2454	59.0555	30.0408	0.8223	1	11.6131	6.3681	0.4445	0.6965	0.7302	0.0187	1.9933	0.4521	0.4277	0.3295	0.0712	2.526	0.3806	0.3847	0.2829	0.0881	1.6263	0.3329	0.5444	0.3752	0.0187	2.526	0.4333	0.4083	0.3242	-0.2981	2.2043	0.3914	0.2866	0.2585	-0.3837	1.793	0.2177	0.2949	0.2534	0.0083	1.793	0.2986	0.3394	0.2745	-0.3837	2.2043	0.3106
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	287.43	1439.7	0.7245	38.7818	22.7416	0.9423	1	8.0594	6.4155	83.1127	33.7251	0.9183	0.995	12.0866	9.1577	0.4666	0.4297	0.4351	0.0978	0.8812	0.1931	0.2389	0.2424	-0.0298	0.5522	0.1197	0.1933	0.195	-0.022	0.4532	0.1167	0.3285	0.3022	-0.0298	0.8812	0.1848	0.278	0.2821	0.1389	0.5045	0.0607	0.2471	0.2515	0.0487	0.4262	0.062	0.2346	0.2481	0.0487	0.3561	0.0679	0.2616	0.2653	0.0487	0.5045	0.0632
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	351.05	1439.8	0.6649	20.2299	16.5933	0.9233	1	5.7284	4.8585	43.3136	24.2602	0.9248	1	8.4389	6.7999	0.4671	0.7353	0.6777	0.2901	1.8113	0.2874	0.4731	0.3292	0.0081	2.1033	0.3876	0.3462	0.2348	0.0081	1.3578	0.2836	0.593	0.553	0.0081	2.1033	0.3685	0.2652	0.2754	-0.053	0.8944	0.1884	0.2497	0.2697	-0.6312	0.6364	0.1576	0.2591	0.2656	-0.1452	0.5293	0.1104	0.2568	0.2697	-0.6312	0.8944	0.172
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	304.25	1439.5	0.5569	11.8717	16.6562	0.5377	0.7347	5.8349	3.9504	27.118	23.8478	0.5992	0.8305	8.6471	5.5019	0.4377	0.6279	0.6312	0.198	1.1386	0.2198	0.4863	0.4355	0.0951	1.2128	0.2373	0.463	0.3738	0.0951	1.1093	0.2337	0.545	0.5435	0.0951	1.2128	0.2397	0.2972	0.2965	0.0333	0.7084	0.1418	0.2559	0.2685	-0.0802	0.6467	0.1212	0.2587	0.2713	0.0333	0.5953	0.1071	0.273	0.281	-0.0802	0.7084	0.1311
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	301.52	1444	0.6272	31.6857	20.5825	0.9399	1	7.2513	5.6614	55.7441	27.8603	0.9025	0.9857	9.4733	7.9468	0.5685	0.5782	0.5478	0.191	1.0573	0.1906	0.4223	0.4229	0.036	1.0424	0.1677	0.4822	0.4529	0.0645	1.0424	0.2402	0.5122	0.4958	0.036	1.0573	0.1967	0.3105	0.2929	-0.0702	0.8172	0.1326	0.2758	0.2657	0.1104	0.535	0.0938	0.2527	0.2545	0.1104	0.53	0.0811	0.2958	0.2811	-0.0702	0.8172	0.1187
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	528.49	1445.2	0.5112	25.7643	20.5917	0.7636	1	8.6393	3.9084	57.9623	30.8884	0.7634	1	12.959	5.8604	0.4445	0.5523	0.4886	0.0621	1.5395	0.3082	0.1579	0.1079	-0.0706	1.5067	0.2066	0.0952	0.0515	-0.0706	0.4548	0.1301	0.3304	0.2482	-0.0706	1.5395	0.322	0.3069	0.2849	-0.1289	0.8522	0.1758	0.2653	0.2866	-0.0523	0.5505	0.1326	0.249	0.2577	-0.024	0.4827	0.1306	0.2835	0.2856	-0.1289	0.8522	0.154
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	352.89	1446.4	0.7964	33.4816	21.4629	0.9134	1	8.1548	5.4965	71.7096	32.1313	0.8728	0.9782	12.2313	8.2149	0.4669	0.6878	0.6676	0.1815	1.3287	0.2047	0.2315	0.2277	-0.0678	0.7876	0.1546	0.2084	0.2123	-0.0041	0.5119	0.1046	0.4438	0.4045	-0.0678	1.3287	0.2901	0.3328	0.3298	-0.1802	0.8187	0.1571	0.2606	0.2586	-0.0368	0.6113	0.1011	0.234	0.23	0.0337	0.4401	0.0841	0.2942	0.2843	-0.1802	0.8187	0.1348
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	289.9	1446.7	0.718	28.968	20.3651	0.8777	1	7.7832	4.8699	62.1761	30.2201	0.8555	0.9947	11.6717	7.2055	0.4659	0.648	0.6003	0.1889	1.9204	0.3084	0.2777	0.2442	0.0109	0.9108	0.1483	0.2024	0.1997	0.0109	0.3947	0.0774	0.4451	0.3628	0.0109	1.9204	0.2981	0.2828	0.2855	-0.34	0.9864	0.1675	0.2792	0.2725	0.0121	0.5964	0.0821	0.2839	0.2725	0.1681	0.4947	0.0624	0.2808	0.2749	-0.34	0.9864	0.1277
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	296.91	1449.9	0.532	27.0001	19.1665	0.9236	1	6.9239	5.0723	57.0313	27.9536	0.9172	1	10.3035	7.6072	0.4734	0.4153	0.4081	0.1029	0.7784	0.1255	0.2749	0.2716	0.022	0.5069	0.1064	0.2328	0.2332	0.022	0.4367	0.0887	0.3435	0.3536	0.022	0.7784	0.1356	0.2753	0.2799	0.1107	0.4562	0.0812	0.2498	0.2527	0.0145	0.433	0.0721	0.2684	0.2621	0.1267	0.433	0.0706	0.2623	0.269	0.0145	0.4562	0.0776
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	418.07	1449.7	0.7748	31.4593	21.1624	0.8827	1	8.1785	5.1102	70.7754	31.7435	0.8826	1	12.2703	7.6648	0.4445	0.4925	0.4715	0.0376	1.5087	0.2556	0.1609	0.1013	-0.1158	0.7749	0.1928	0.0629	0.0357	-0.1124	0.3484	0.1054	0.3101	0.2819	-0.1158	1.5087	0.2774	0.325	0.337	-0.1077	0.6705	0.1359	0.3254	0.318	0.0269	0.5597	0.1183	0.3347	0.3432	0.122	0.5558	0.1176	0.3252	0.332	-0.1077	0.6705	0.1263
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	339.81	1454.3	0.654	31.563	23.9187	0.6933	1	9.9492	3.7761	71.0155	35.8781	0.6933	1	14.924	5.664	0.4445	0.8285	0.7042	0.1711	4.3021	0.6046	0.3164	0.2628	-0.0592	1.2577	0.2558	0.1602	0.1448	-0.0592	0.4848	0.1349	0.5418	0.4631	-0.0592	4.3021	0.5114	0.2068	0.2469	-1.8979	1.3183	0.385	0.1886	0.1972	-0.2939	0.5382	0.1235	0.1917	0.1895	-0.0167	0.3841	0.0913	0.1966	0.2102	-1.8979	1.3183	0.2712
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	560.7	1456.3	0.6479	18.02	15.6524	0.9243	1	5.4433	4.5135	40.5402	23.4771	0.9243	1	8.1641	6.7697	0.4445	1.1256	1.0391	-0.0239	4.4359	0.7757	0.2379	0.1609	-0.0773	1.0161	0.2536	0.1101	0.0729	-0.0773	0.4699	0.1343	0.6246	0.4303	-0.0773	4.4359	0.7008	0.4698	0.4611	-1.7614	2.0798	0.6436	0.2914	0.2819	-0.1168	0.7975	0.1813	0.3211	0.3616	0.0208	0.7975	0.1819	0.3691	0.3061	-1.7614	2.0798	0.4531
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	307.65	1458.7	0.8175	56.8523	28.5942	0.8738	1	11.2532	6.4399	125.2954	42.4238	0.8748	1	16.6539	9.6463	0.4537	0.5247	0.5148	-0.0274	1.2784	0.2028	0.3111	0.289	0.0859	0.837	0.1228	0.2691	0.2708	0.144	0.4614	0.0766	0.4085	0.3696	-0.0274	1.2784	0.1956	0.2252	0.2237	-0.0672	0.6901	0.1114	0.2834	0.2815	-0.0217	0.5096	0.0833	0.2768	0.2635	0.1332	0.4629	0.0694	0.2569	0.2553	-0.0672	0.6901	0.1013
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	568.11	1459.3	0.5944	25.0957	20.4809	0.7518	0.999	8.4389	4.0143	56.4957	30.7165	0.7525	1	12.6585	6.0201	0.4442	1.0449	0.8947	-0.0038	3.8551	0.7649	0.3088	0.1119	-0.1123	3.257	0.5572	0.17	0.0737	-0.1123	1.7988	0.3779	0.6371	0.3919	-0.1123	3.8551	0.7519	0.4874	0.3642	-1.1223	2.4679	0.6551	0.1959	0.1982	-0.5915	1.0471	0.2083	0.2161	0.2043	-0.0639	0.6505	0.1379	0.3259	0.2307	-1.1223	2.4679	0.4852
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	348.9	1459.3	0.7104	26.6965	19.4126	0.8902	1	7.4003	4.6246	60.0633	29.1187	0.8902	1	11.1028	6.9369	0.4445	0.537	0.5373	0.3003	1.0039	0.1111	0.3821	0.3451	0.0523	0.8116	0.1556	0.2758	0.2789	0.0523	0.532	0.0996	0.448	0.4374	0.0523	1.0039	0.1581	0.2876	0.2873	0.0655	0.4883	0.0855	0.2453	0.2503	-0.0398	0.4593	0.089	0.2764	0.2928	0.0591	0.4593	0.0776	0.2633	0.269	-0.0398	0.4883	0.0898
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	326.87	1460	0.5338	21.0315	20.5532	0.6256	1	9.1882	2.8485	47.3167	30.8277	0.6257	1	13.7818	4.2724	0.4445	0.653	0.6522	-0.0362	1.835	0.3793	0.2112	0.1669	-0.0275	0.8537	0.1988	0.1744	0.1139	-0.0275	0.6207	0.1865	0.4042	0.3193	-0.0362	1.835	0.3645	0.3356	0.2385	-0.0948	2.1112	0.3741	0.1946	0.1993	-0.0183	0.4972	0.1081	0.189	0.19	-0.0183	0.4972	0.1183	0.2562	0.2091	-0.0948	2.1112	0.2687
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	296.89	1460.3	0.776	46.4915	25.9481	0.8677	1	10.2573	6.0014	99.0769	38.267	0.8502	0.9956	15.3841	8.8976	0.4692	0.5525	0.5303	0.081	1.3923	0.2075	0.3073	0.2963	-0.0025	0.9281	0.1534	0.257	0.2477	0.0061	0.6068	0.1167	0.4212	0.3929	-0.0025	1.3923	0.218	0.2619	0.2599	-0.1414	0.9691	0.1404	0.2685	0.2613	0.0111	0.463	0.0771	0.2568	0.2473	0.0111	0.463	0.0721	0.2654	0.2613	-0.1414	0.9691	0.111
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	299.48	1467.4	0.5165	32.0088	22.3668	0.804	0.9438	8.4385	5.8045	62.1227	32.5726	0.7358	0.9152	12.3283	8.076	0.5151	0.428	0.4219	0.2016	1.0109	0.1406	0.2528	0.2346	0.0141	0.6876	0.1287	0.2552	0.2349	0.0163	0.6876	0.1336	0.3428	0.3267	0.0141	1.0109	0.1607	0.2487	0.2284	0.0036	0.8827	0.1222	0.2471	0.2462	0.0824	0.4125	0.0631	0.2466	0.2459	0.0824	0.4125	0.0763	0.2479	0.2432	0.0036	0.8827	0.0979
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	284.59	1468.4	0.5946	31.0416	25.2557	0.6116	0.9827	11.1555	3.497	71.0752	37.8149	0.6246	1	16.7332	5.2478	0.4367	0.563	0.5612	-0.0705	1.6248	0.3539	0.1482	0.0842	-0.1058	1.5957	0.241	0.0959	0.0404	-0.1058	1.2929	0.2087	0.3293	0.1782	-0.1058	1.6248	0.3599	0.3278	0.3121	-0.3673	0.8823	0.2064	0.2421	0.2209	-0.0551	1.548	0.1666	0.2027	0.2105	-0.0551	0.4383	0.0951	0.2795	0.247	-0.3673	1.548	0.1895
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	318.95	1468.4	0.8191	53.0147	27.5645	0.8768	1	10.6065	6.376	119.2442	41.3409	0.8768	1	15.9097	9.5648	0.4446	0.564	0.5255	0.0625	1.4423	0.2281	0.3051	0.2848	-0.074	1.2949	0.1768	0.2776	0.2744	-0.0584	0.5678	0.1348	0.4215	0.389	-0.074	1.4423	0.239	0.2509	0.2641	-0.1635	0.7539	0.1325	0.2403	0.2379	-0.1304	0.5701	0.1001	0.2256	0.2225	0.0915	0.5178	0.074	0.2451	0.2448	-0.1635	0.7539	0.1158
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	490.61	1469.6	0.7464	33.9401	21.2828	0.9416	1	7.5536	5.8297	76.3803	31.9275	0.9416	1	11.3336	8.7442	0.4444	0.591	0.5566	-0.3925	1.783	0.3008	0.1711	0.0896	-0.0929	1.165	0.2238	0.1163	0.0356	-0.0823	0.879	0.2124	0.3544	0.3599	-0.3925	1.783	0.3332	0.4088	0.3362	-0.4311	2.7768	0.3334	0.2923	0.2704	-0.0495	0.7414	0.1411	0.2906	0.2586	-0.0495	0.6881	0.1481	0.3432	0.3086	-0.4311	2.7768	0.2507
