Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	541.02	871.25	0.6079	15.8156	15.2555	0.854	1	6.0195	3.5466	35.2863	22.6319	0.8657	1	8.7927	5.3227	0.4483	1.0286	0.7471	0.1519	4.1584	0.932	0.3457	0.3123	-0.0263	1.2941	0.2456	0.262	0.2424	-0.0263	0.9721	0.1811	0.646	0.4185	-0.0263	4.1584	0.7265	0.3513	0.3652	-1.5388	2.2665	0.7317	0.3214	0.2948	-0.177	1.7986	0.2226	0.2687	0.2748	-0.1164	0.5194	0.1109	0.3345	0.3176	-1.5388	2.2665	0.511
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	557.88	874.93	0.615	21.1767	17.4267	0.8763	1	6.8628	4.2975	46.7448	25.8291	0.8805	1	10.2102	6.445	0.453	0.8691	0.9007	0.3334	1.4133	0.2528	0.5147	0.4657	0.0772	2.2138	0.3145	0.3505	0.3495	0.0772	0.7315	0.1735	0.6709	0.6196	0.0772	2.2138	0.3379	0.506	0.4732	0.008	1.8215	0.2738	0.2709	0.2716	-0.5237	1.3923	0.2226	0.2707	0.2947	-0.0292	0.4622	0.11	0.3745	0.3368	-0.5237	1.8215	0.2722
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	600.74	876.52	0.7135	188.2399	50.3213	0.9342	1	18.5189	13.0683	363.3227	68.8857	0.9622	1	24.4621	19.0181	0.5181	0.7714	0.7216	0.1013	2.1261	0.2634	0.65	0.5912	0.1676	2.3537	0.2563	0.6358	0.5706	0.1897	1.593	0.2437	0.7129	0.6635	0.1013	2.3537	0.2669	0.4649	0.4218	-0.3073	2.3379	0.272	0.5157	0.4904	-0.7023	1.5058	0.2522	0.4765	0.4461	-0.2368	0.9504	0.2312	0.4894	0.4461	-0.7023	2.3379	0.2638
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	542.03	878.3	0.6814	14.9705	14.4133	0.9056	1	5.2024	3.9547	33.0951	21.4166	0.9067	1	7.6727	5.9314	0.4523	1.2824	1.0802	0.3383	3.6529	0.6896	0.3816	0.276	-0.0756	1.7666	0.3694	0.285	0.2088	-0.0756	1.126	0.3049	0.7936	0.6377	-0.0756	3.6529	0.7015	0.5486	0.4158	-0.4039	2.2483	0.5487	0.3269	0.3309	-0.1533	1.1328	0.1656	0.2983	0.3289	0.0404	0.4951	0.1011	0.4283	0.3449	-0.4039	2.2483	0.4044
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	490.73	879.17	0.7118	133.7231	45.981	0.7948	0.9932	18.9614	8.9779	250.2157	60.8887	0.8481	0.9982	23.9708	13.466	0.5344	1.1007	0.8526	-0.2868	4.7642	0.932	0.6373	0.4397	-0.1221	4.6336	0.7043	0.7049	0.401	0.0162	4.5593	0.8928	0.8846	0.6299	-0.2868	4.7642	0.8646	0.3996	0.4042	-2.6432	2.7	0.6794	0.3429	0.3256	-2.3981	2.2892	0.4725	0.3255	0.3456	-2.0486	2.1113	0.5416	0.3731	0.3537	-2.6432	2.7	0.5924
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	563.22	882.94	0.6528	22.2598	17.8336	0.8795	1	6.7393	4.4393	50.0722	26.7483	0.8795	1	10.1108	6.6564	0.4446	0.7223	0.7011	0.3644	1.1829	0.1261	0.4704	0.4487	0.1765	0.8913	0.1399	0.4026	0.3879	0.1765	0.762	0.1206	0.5838	0.595	0.1765	1.1829	0.1833	0.4336	0.4194	0.1026	0.8689	0.1396	0.3262	0.3245	0.1284	0.6443	0.0691	0.3118	0.3197	0.1284	0.4928	0.0596	0.3745	0.3412	0.1026	0.8689	0.1192
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	477.13	881.85	0.611	37.6597	27.2889	0.6355	0.9506	11.9039	4.1539	70.5487	36.9801	0.6483	0.9633	15.8492	6.1014	0.5339	0.9216	0.8554	-0.0979	3.3318	0.6037	0.2196	0.1152	-0.0985	2.0452	0.3369	0.3376	0.1398	-0.0729	2.3348	0.4942	0.5966	0.4052	-0.0985	3.3318	0.6086	0.4593	0.3343	-0.7426	2.2016	0.5269	0.282	0.2532	-0.2508	2.4252	0.3223	0.2431	0.256	-0.636	0.9481	0.233	0.3772	0.2871	-0.7426	2.4252	0.4521
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	553.44	884.62	0.7723	29.8334	20.1848	0.9202	1	7.3653	5.4331	67.0911	30.2194	0.9232	1	10.9257	8.1521	0.4447	0.9957	0.9855	0.3715	2.1394	0.2745	0.4289	0.3954	0.0034	1.1197	0.1924	0.3332	0.3386	0.0034	0.6397	0.1104	0.6724	0.5967	0.0034	2.1394	0.3637	0.4898	0.4473	-0.3407	1.8342	0.2748	0.3082	0.2922	0.0335	0.6986	0.0957	0.3042	0.2877	0.1845	0.6002	0.0728	0.3862	0.3389	-0.3407	1.8342	0.2136
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	541.89	884.82	0.7509	17.1406	15.1978	0.9326	1	5.1696	4.5575	38.3424	22.6737	0.9372	1	7.6415	6.8381	0.4471	1.1515	1.0596	0.2861	3.1474	0.6427	0.3236	0.286	-0.0534	1.54	0.2372	0.2253	0.2361	-0.0534	0.4584	0.1248	0.6838	0.468	-0.0534	3.1474	0.6159	0.4697	0.419	-1.5192	2.2605	0.6542	0.2804	0.2582	-0.3496	1.4908	0.1962	0.2507	0.2565	0.0711	0.4368	0.0932	0.3628	0.2961	-1.5192	2.2605	0.4638
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	407.77	888.08	0.5617	17.228	16.8687	0.7608	1	7.0494	3.2909	38.7604	25.2975	0.7611	1	10.5708	4.9388	0.4445	0.7618	0.6429	-0.0516	3.7565	0.6623	0.1783	0.1131	-0.0294	1.0037	0.2262	0.1077	0.0731	-0.0294	0.4632	0.1199	0.436	0.2836	-0.0516	3.7565	0.5522	0.4037	0.3984	-0.3994	2.5286	0.3941	0.2964	0.1967	-0.0438	1.7695	0.2841	0.3068	0.2453	0	0.7169	0.2397	0.3438	0.3399	-0.3994	2.5286	0.3402
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	480.22	891.02	0.5865	90.9631	37.5762	0.8096	0.9496	14.5558	9.5283	143.4264	50.608	0.7037	0.8763	18.3301	13.2827	0.6342	0.6063	0.4387	-0.0758	3.9165	0.5774	0.4274	0.1849	-0.1173	2.9282	0.5875	0.4337	0.2425	-0.1173	2.641	0.5776	0.5413	0.3818	-0.1173	3.9165	0.5869	0.3833	0.3357	-1.1978	2.3814	0.3817	0.2143	0.2311	-0.6888	1.2631	0.2588	0.2513	0.2609	-0.3154	1.299	0.2424	0.3219	0.3022	-1.1978	2.3814	0.3515
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	575.71	890.3	0.7455	43.2732	24.3372	0.9181	1	9.018	6.099	97.1077	36.5061	0.9157	1	13.5294	9.147	0.4456	0.7032	0.6906	0.337	2.1137	0.2118	0.4022	0.3817	0.1458	0.9464	0.1296	0.3624	0.3614	0.1941	0.6847	0.0823	0.539	0.4938	0.1458	2.1137	0.228	0.3508	0.342	-0.1739	0.6505	0.1182	0.2795	0.2713	0.126	0.4883	0.0646	0.2628	0.2621	0.126	0.3771	0.0488	0.3119	0.2998	-0.1739	0.6505	0.0993
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	540.09	892.66	0.7842	23.28	17.9002	0.913	1	6.2733	5.1661	51.9021	26.6619	0.9175	1	9.2791	7.7479	0.4486	0.8874	0.8443	0.3264	2.5116	0.3096	0.3024	0.221	-0.0349	1.4624	0.3111	0.1488	0.1146	-0.0262	0.397	0.1227	0.5599	0.5031	-0.0349	2.5116	0.425	0.4524	0.4002	-0.2512	2.2329	0.3584	0.225	0.2259	-0.223	0.8808	0.1612	0.1927	0.1942	0	0.4513	0.1179	0.3251	0.273	-0.2512	2.2329	0.2889
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	428.05	894.88	0.6195	26.7721	21.3985	0.7347	1	8.8804	3.8909	60.2408	32.096	0.7348	1	13.318	5.8386	0.4444	0.8198	0.7131	-0.0037	4.5419	0.6612	0.1328	0.0689	-0.191	1.5127	0.2586	0.0297	-0.0043	-0.191	0.3937	0.1236	0.441	0.2684	-0.191	4.5419	0.5909	0.4906	0.4226	-2.3666	2.1571	0.608	0.3277	0.3046	-0.063	1.2762	0.1985	0.303	0.2833	-0.063	0.7415	0.1959	0.4008	0.3722	-2.3666	2.1571	0.4395
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	407.44	900.08	0.6166	12.5083	14.132	0.7871	1	5.7065	3.0956	27.4116	20.7058	0.8035	1	8.0715	4.6431	0.4563	0.8812	0.7	0.0076	4.2088	0.7635	0.1435	0.0813	-0.06	0.913	0.1823	0.1201	0.0855	-0.06	0.6799	0.1389	0.5022	0.2257	-0.06	4.2088	0.6594	0.3926	0.1983	-1.5453	2.1703	0.7005	0.2833	0.2327	-0.003	1.0798	0.2446	0.2835	0.2658	-0.003	0.8933	0.2316	0.3364	0.2162	-1.5453	2.1703	0.5194
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	546.91	902.11	0.6848	20.1084	17.1135	0.8628	1	6.5229	3.8834	45.2393	25.6683	0.8628	1	9.7819	5.824	0.4445	0.93	0.9522	-0.239	2.2226	0.3923	0.4641	0.3439	0.0599	1.442	0.3098	0.3287	0.3006	0.0736	0.6657	0.1337	0.6726	0.647	-0.239	2.2226	0.4185	0.5024	0.4672	-0.6469	2.7358	0.4559	0.2738	0.2651	-0.2147	0.8426	0.1851	0.2547	0.2666	0.0248	0.4908	0.1093	0.3761	0.309	-0.6469	2.7358	0.3524
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	476.37	902.26	0.6544	42.9762	27.947	0.6915	0.9997	12.265	4.5143	69.4749	33.8032	0.764	0.9791	13.265	6.6681	0.6186	0.7861	0.6267	-0.0655	4.3279	0.6609	0.2688	0.1567	-0.0522	2.1452	0.3439	0.2458	0.154	-0.0655	1.7891	0.3454	0.598	0.4152	-0.0655	4.3279	0.6183	0.3912	0.4042	-1.8064	1.5043	0.3917	0.2743	0.2957	-0.7319	1.0434	0.2129	0.234	0.233	-0.0571	1.0434	0.2006	0.3487	0.3572	-1.8064	1.5043	0.3421
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	570.42	903.53	0.6146	22.405	17.6293	0.9059	1	6.427	4.914	50.4007	26.4417	0.9059	1	9.6392	7.3699	0.4445	0.711	0.6262	0.3718	1.4942	0.2407	0.4068	0.3536	-0.0144	1.187	0.2422	0.2703	0.2464	-0.0144	1.0457	0.1829	0.5391	0.493	-0.0144	1.4942	0.2845	0.3887	0.3277	-0.1359	1.537	0.242	0.2784	0.2686	-0.1978	0.6934	0.1349	0.2512	0.2628	0.0894	0.4727	0.0907	0.3264	0.287	-0.1978	1.537	0.1964
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	538.95	906.14	0.7238	16.3462	14.9713	0.9164	1	5.18	4.2365	36.6511	22.3544	0.9217	1	7.7694	6.3333	0.4459	0.7923	0.7675	-0.1124	1.9066	0.3255	0.3503	0.3058	0.0786	0.9718	0.1745	0.2748	0.2545	0.0786	0.6125	0.127	0.5454	0.5029	-0.1124	1.9066	0.3343	0.4072	0.329	-0.2233	2.6005	0.3537	0.2852	0.2742	0.0928	0.5307	0.0963	0.2655	0.2477	0.1513	0.477	0.0835	0.3391	0.29	-0.2233	2.6005	0.2521
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	404.57	906.47	0.5799	14.5018	14.3843	0.8808	1	5.497	3.6982	31.6477	21.2488	0.8808	1	8.0371	5.5473	0.4582	1.1847	1.1249	-0.006	3.7207	0.8918	0.1148	0.0122	-0.0964	1.4732	0.2322	0.0373	0.0003	-0.0964	0.3807	0.0989	0.6073	0.2567	-0.0964	3.7207	0.8236	0.3036	0.0706	-0.8542	1.4779	0.5684	0.1702	0.1504	-0.0385	0.6037	0.1604	0.1727	0.1691	-0.0385	0.4614	0.1632	0.2316	0.114	-0.8542	1.4779	0.4069
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	608.8	906.47	0.5127	74.0125	31.2337	0.9534	1	10.8635	9.2262	164.9648	46.6566	0.9523	1	16.1945	13.84	0.4487	0.6443	0.6033	0.1119	1.5599	0.216	0.53	0.493	-0.0102	2.3147	0.2691	0.5141	0.4998	0.1504	0.9142	0.1715	0.5805	0.5614	-0.0102	2.3147	0.2533	0.3394	0.3403	-0.0375	0.8228	0.1438	0.3047	0.2987	-0.9235	1.1151	0.1559	0.2939	0.2771	0.0906	0.6649	0.1136	0.3201	0.3129	-0.9235	1.1151	0.1516
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	515.56	908.5	0.6077	19.7246	19.0895	0.6802	1	8.274	2.9734	44.3684	28.6342	0.68	1	12.4129	4.4595	0.4446	1.416	1.0966	0.0185	4.1164	1.0228	0.5606	0.2984	-0.0675	4.3824	0.8968	0.3491	0.0915	-0.0675	4.3824	0.769	0.9565	0.6074	-0.0675	4.3824	1.0459	0.4803	0.276	-1.366	2.3477	0.8181	0.1084	0.0408	-2.0042	2.1392	0.4978	0.0668	0.0094	-2.0042	2.1392	0.4751	0.2806	0.1447	-2.0042	2.3477	0.689
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	480.17	910.54	0.6468	48.6266	26.6249	0.862	0.9984	10.2157	6.6647	94.1019	37.4078	0.8451	0.9941	14.794	8.6116	0.5168	0.9009	0.5747	-0.0464	4.5535	0.8486	0.3887	0.2964	-0.06	3.1472	0.4089	0.2623	0.1838	-0.06	1.4307	0.3214	0.6516	0.4031	-0.06	4.5535	0.7181	0.3608	0.3585	-2.2851	1.988	0.5291	0.3513	0.3456	-1.4485	1.8032	0.3064	0.3272	0.3085	-0.2165	0.9593	0.2	0.3561	0.3528	-2.2851	1.988	0.4346
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	543.28	911.93	0.6711	21.4586	18.3509	0.8008	1	7.7465	3.9989	48.1815	27.2643	0.8145	1	11.3179	6.0008	0.4453	1.1267	1.07	0.3063	3.9055	0.533	0.4715	0.3331	-0.0225	1.9664	0.3848	0.2718	0.2679	0.0172	0.8572	0.1427	0.7643	0.6817	-0.0225	3.9055	0.5607	0.5152	0.4857	-1.7808	2.0884	0.5805	0.2225	0.2253	-0.2392	0.7265	0.163	0.2261	0.2295	-0.0355	0.4783	0.1202	0.3533	0.2603	-1.7808	2.0884	0.4307
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	537.11	912.72	0.7349	16.4502	14.9808	0.9211	1	5.2382	4.3775	36.1678	22.0582	0.9341	1	7.623	6.4489	0.4549	1.0084	0.9176	-0.0173	3.0929	0.5241	0.2974	0.2328	-0.0199	1.6369	0.2449	0.2475	0.2226	0.0399	0.6949	0.1586	0.6123	0.4528	-0.0199	3.0929	0.5286	0.3929	0.3448	-1.4434	1.9546	0.4889	0.2638	0.2319	-0.0811	1.2106	0.1857	0.197	0.2082	-0.0811	0.384	0.1052	0.321	0.2852	-1.4434	1.9546	0.3581
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	471.51	914	0.688	42.6737	28.6091	0.6552	0.9807	12.6389	4.4577	77.5903	35.8356	0.7593	0.9954	14.7755	6.6876	0.5499	0.8128	0.6766	-0.0265	3.7746	0.6478	0.2649	0.1801	-0.0651	3.0217	0.3839	0.3362	0.1586	-0.0261	3.0217	0.5731	0.5626	0.3399	-0.0651	3.7746	0.6076	0.3868	0.2543	-1.4165	2.4417	0.5483	0.3268	0.3351	-0.0921	1.0459	0.191	0.2654	0.2984	-0.165	1.0459	0.1954	0.3594	0.3054	-1.4165	2.4417	0.4247
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	547.6	916.41	0.5778	17.7483	16.5936	0.81	1	6.8806	3.5287	39.9238	24.8613	0.8117	1	10.323	5.2952	0.4445	0.8861	0.8087	0.0122	1.7755	0.3494	0.3795	0.3428	-0.0534	0.837	0.2287	0.2791	0.2514	-0.0534	0.7762	0.2102	0.6086	0.6006	-0.0534	1.7755	0.3838	0.4667	0.4322	-0.22	2.4262	0.3916	0.2524	0.2117	0.0229	0.6375	0.159	0.221	0.1837	0.0229	0.61	0.1499	0.3493	0.2916	-0.22	2.4262	0.3066
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	575.39	916.87	0.7012	33.4532	21.3222	0.9247	1	7.5249	5.9527	74.1256	31.8509	0.9182	1	11.2873	8.9302	0.4513	0.6169	0.6025	0.3257	1.3515	0.1367	0.3883	0.3522	0.1252	1.0351	0.1476	0.3245	0.3161	0.1257	0.4675	0.0722	0.4884	0.4773	0.1252	1.3515	0.1824	0.3284	0.3207	-0.1273	0.6688	0.102	0.2821	0.2772	0.0401	0.4447	0.0714	0.2915	0.2801	0.1591	0.4198	0.0558	0.3023	0.2893	-0.1273	0.6688	0.089
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	567.66	919.7	0.7609	31.7021	20.7768	0.9229	1	7.675	5.4495	67.6278	30.4109	0.9189	1	11.2639	8.1747	0.4687	0.6899	0.6502	0.2908	1.5213	0.2277	0.3769	0.3464	-0.0319	1.0613	0.2116	0.2883	0.2971	-0.0097	0.5268	0.1327	0.524	0.4898	-0.0319	1.5213	0.2691	0.3366	0.3217	-0.0299	0.8013	0.1498	0.2416	0.2458	-0.1328	0.5374	0.098	0.2658	0.2688	0.0799	0.5374	0.0859	0.2862	0.2697	-0.1328	0.8013	0.1335
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	539.19	924.29	0.6708	16.9814	15.6376	0.8727	1	6.0389	3.8944	38.2058	23.4539	0.8728	1	9.0558	5.8426	0.4445	0.9848	0.9011	-0.0682	4.0341	0.6896	0.3214	0.1867	-0.0587	3.086	0.4711	0.0999	0.0468	-0.0523	0.5657	0.1485	0.6095	0.4428	-0.0682	4.0341	0.6622	0.5387	0.3439	-2.1267	2.5418	0.7586	0.2157	0.2101	-0.8822	0.7118	0.1868	0.1733	0.1723	-0.0181	0.4333	0.1141	0.356	0.2524	-2.1267	2.5418	0.5415
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	416.55	924.29	0.5872	18.5963	19.2993	0.6274	1	8.6755	2.7809	41.8464	28.945	0.6277	1	13.011	4.1732	0.4444	1.1091	1.0551	-0.0424	4.1882	0.9066	0.1564	0.0954	-0.1474	1.2081	0.2286	0.0999	0.0326	-0.1474	0.5056	0.1618	0.5957	0.2449	-0.1474	4.1882	0.7944	0.2876	0.3509	-1.3143	1.8311	0.5693	0.2659	0.1964	-0.4531	0.8207	0.3127	0.2847	0.1185	-0.1734	0.8207	0.3241	0.2759	0.2568	-1.3143	1.8311	0.4483
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	520.79	924.3	0.7028	14.9733	14.2267	0.9296	1	4.9805	4.0637	33.6787	21.337	0.9296	1	7.4708	6.0946	0.4446	1.4026	1.2277	0.2448	4.1584	0.8329	0.2358	0.1278	-0.0954	1.3811	0.3065	0.144	0.0597	-0.0247	0.9726	0.2313	0.7457	0.5483	-0.0954	4.1584	0.8309	0.3759	0.2902	-1.4266	1.9196	0.5698	0.254	0.1881	-0.1202	2.2344	0.322	0.1691	0.1687	-0.1202	0.6702	0.1434	0.3073	0.2286	-1.4266	2.2344	0.4497
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	600.98	924.72	0.5016	62.8683	28.6093	0.9652	1	9.7523	8.4135	141.4801	42.9173	0.9653	1	14.6293	12.6201	0.4444	0.5574	0.5376	0.3132	0.9795	0.1133	0.4078	0.3949	0.1951	0.8848	0.1046	0.4023	0.3809	0.1951	0.7852	0.1134	0.4744	0.4623	0.1951	0.9795	0.1315	0.3189	0.3175	0.0979	0.6909	0.09	0.2912	0.2893	0.1229	0.535	0.0621	0.2888	0.2815	0.1636	0.535	0.0658	0.3036	0.2978	0.0979	0.6909	0.077
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	467.64	924.45	0.5873	32.3904	25.0935	0.6464	0.9408	9.9326	4.2515	55.7725	30.9154	0.7333	0.9645	11.285	6.4214	0.5808	0.8426	0.5213	-0.0571	4.4996	0.8405	0.3883	0.2027	-0.0403	3.2466	0.5389	0.6368	0.2518	-0.008	3.0191	0.7522	0.6535	0.3756	-0.0571	4.4996	0.7626	0.3268	0.3087	-2.0735	2.1768	0.6122	0.4332	0.3601	-1.1959	2.1842	0.4493	0.4911	0.3724	-0.7745	2.1842	0.5394	0.3711	0.3369	-2.0735	2.1842	0.5516
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	561.74	926.74	0.6291	28.3358	19.3284	0.9531	1	6.5941	5.5441	62.4232	28.751	0.949	1	9.7635	8.2604	0.4539	0.6336	0.6236	0.3596	1.0724	0.157	0.3697	0.3497	0.1189	0.9341	0.1359	0.3122	0.3162	0.1482	0.5114	0.0815	0.4884	0.4578	0.1189	1.0724	0.1962	0.3358	0.3144	0.0542	1.3692	0.1591	0.2433	0.2391	0.0597	0.4521	0.0624	0.2403	0.2419	0.115	0.4291	0.0552	0.2849	0.2641	0.0542	1.3692	0.1249
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	445.84	928.94	0.5303	17.4826	18.8751	0.6166	0.9653	8.1087	2.8074	40.7267	28.2246	0.6424	1	12.1625	4.2093	0.4293	0.6764	0.595	-0.1883	3.6762	0.6945	0.1318	0.0721	-0.0674	1.4662	0.2582	0.0666	0.0301	-0.0674	0.5487	0.1132	0.3643	0.1117	-0.1883	3.6762	0.5615	0.5122	0.3707	-1.3845	2.5773	0.7076	0.2644	0.2511	-0.2622	1.3147	0.2122	0.2457	0.2463	-0.076	0.6292	0.1782	0.3702	0.279	-1.3845	2.5773	0.5028
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	404.88	929.23	0.6843	21.5736	19.3798	0.7218	1	8.3398	3.403	48.5651	29.0728	0.722	1	12.5097	5.1073	0.4442	1.2418	1.0704	-0.0614	4.5417	1.0759	0.1238	0.0694	-0.1018	1.287	0.2016	0.0501	0.0185	-0.1018	0.4579	0.1095	0.6071	0.2195	-0.1018	4.5417	0.9101	0.1759	0.1918	-2.0843	2.067	0.6742	0.3134	0.272	-0.0771	1.0758	0.2647	0.3262	0.2901	-0.0594	0.8418	0.2465	0.254	0.2327	-2.0843	2.067	0.4893
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	508.79	931.01	0.571	14.4618	14.3525	0.8822	1	5.2959	3.5545	32.5427	21.5305	0.8822	1	7.9437	5.3317	0.4444	0.9836	0.7737	-0.0121	4.2509	0.8884	0.1417	0.0717	-0.0807	0.9133	0.212	0.0707	0.0266	-0.0571	0.3597	0.1117	0.5116	0.2261	-0.0807	4.2509	0.7379	0.4488	0.3005	-1.388	2.5535	0.7556	0.2961	0.2426	-0.1188	0.9861	0.2256	0.33	0.3419	0	0.9861	0.2381	0.3632	0.2835	-1.388	2.5535	0.5315
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	549.11	931.92	0.6102	14.0196	14.2102	0.8725	1	5.2231	3.5783	31.5443	21.3156	0.8724	1	7.8347	5.368	0.4444	0.8102	0.7759	-0.0928	1.6617	0.3355	0.3453	0.3175	-0.0326	0.8226	0.1989	0.3126	0.3175	-0.0326	0.7419	0.1886	0.5556	0.491	-0.0928	1.6617	0.3549	0.4036	0.2834	-0.4046	2.0159	0.4491	0.2346	0.2481	-0.1396	0.5395	0.1359	0.2319	0.2516	-0.1396	0.5119	0.1415	0.3111	0.2552	-0.4046	2.0159	0.3279
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	538.89	933.81	0.7606	33.7125	21.2756	0.9359	1	7.6956	5.7204	75.8474	31.9122	0.9359	1	11.5426	8.5825	0.4445	0.6229	0.5976	0.2217	1.6426	0.2171	0.3022	0.2726	-0.069	1.423	0.228	0.2009	0.1707	-0.0249	0.7705	0.159	0.4454	0.4565	-0.069	1.6426	0.2741	0.295	0.2747	-0.1123	1.0132	0.1707	0.2294	0.2366	-0.0288	0.6119	0.1148	0.1853	0.19	-0.024	0.4854	0.1125	0.2587	0.2562	-0.1123	1.0132	0.1459
CMU-1-Small-Region_2.svs	PathCellObject		PathAnnotationObject	Polygon	464.21	934.71	0.695	45.8571	28.6726	0.7009	0.9816	12.3081	4.5602	84.047	37.3476	0.7572	0.9846	14.4992	6.8409	0.5456	1.0712	0.8689	-0.1232	4.8271	0.9324	0.2138	0.1881	-0.0677	0.9544	0.1996	0.3336	0.2033	-0.0491	3.918	0.5966	0.6767	0.3874	-0.1232	4.8271	0.8182	0.3547	0.3267	-2.7221	2.7025	0.7223	0.2596	0.2187	-0.0424	0.8902	0.1775	0.2769	0.2379	-0.2933	1.003	0.2206	0.3109	0.2819	-2.7221	2.7025	0.5456
